,title,tconst,startYear,averageRating,numVotes,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,News,Reality-TV,Romance,Sci-Fi,Short,Sport,Thriller,Unknown,War,Western
24713,Le club des mères célibataires,tt2465140,2014,5.4,6444,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24714,Ainsi va la vie,tt2465146,2014,5.8,14326,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24715,Les opportunistes,tt2465578,2013,7.2,12872,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24716,Confession of Murder,tt2468774,2012,7.0,10720,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24717,"Get on Up, James Brown: une épopée américaine",tt2473602,2014,6.9,24910,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24718,La peau dure,tt2473718,2013,5.1,485,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24719,Aux yeux des vivants,tt2473750,2014,5.5,2414,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
24720,Mr. Turner,tt2473794,2014,6.8,26005,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24721,The Last Five Years,tt2474024,2014,5.8,10301,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24722,La Contrée des orages,tt2474310,2014,6.9,4257,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
24723,Attila Marcel,tt2474438,2013,7.0,3116,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24724,Kill Your Friends,tt2474958,2015,6.0,9605,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24725,Le sanctuaire,tt2474976,2015,5.7,17022,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
24726,Elena,tt2475154,2012,7.5,1897,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24727,De l'autre côté du mur,tt2476552,2013,6.4,1001,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24728,Palo Alto,tt2479800,2013,6.2,29593,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24729,"Extremely Wicked, Shockingly Evil and Vile",tt2481498,2019,6.7,94888,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24730,17 ans de captivité,tt2481512,2015,6.0,2419,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24731,Qui a tué le chat?,tt2481554,2014,5.3,1637,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24732,La Femme du Diplomate,tt2486678,2014,7.1,20429,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24733,Star Wars : Épisode VII - Le Réveil de la Force,tt2488496,2015,7.8,927428,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24734,The Keeping Room,tt2488778,2014,6.0,7158,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24735,Cooties,tt2490326,2014,5.7,26388,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24736,May in the Summer,tt2492664,2013,5.7,850,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24737,Last Knights,tt2493486,2015,6.1,43622,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24738,Stretch,tt2494280,2014,6.5,31293,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24739,Bone Tomahawk,tt2494362,2015,7.1,102678,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
24740,L'Attrape-rêves,tt2494384,2014,5.3,3751,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24741,Jeux décisifs,tt2494476,2013,5.2,766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24742,Ip Man: Le combat final,tt2495118,2013,6.1,11273,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24743,Attentat à la Fête de la Bière,tt2498480,2013,6.2,447,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24744,Point Blank,tt2499472,2019,5.7,14583,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24745,À vif!,tt2503944,2015,6.6,119411,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24746,Brothers,tt2503954,2015,5.7,2246,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24747,Wolf,tt2504404,2013,7.3,3834,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24748,Ask Me Anything,tt2505294,2014,6.0,12512,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24749,Un nouveau départ pour Noël,tt2505818,2014,5.8,443,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
24750,Dans l'antichambre des Beatles : Quatre Garçons et une secrétaire dans le vent,tt2505938,2013,7.4,2032,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24751,Mademoiselle C,tt2506388,2013,5.6,652,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24752,Me Him Her,tt2507238,2015,5.2,1535,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24753,La femme du ferrailleur,tt2507592,2013,6.8,1297,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24754,Les Mots pour lui dire,tt2509850,2014,6.3,20706,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24755,Hôtel Transylvanie 2,tt2510894,2015,6.6,128441,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24756,Quand tombe la nuit,tt2511428,2013,5.7,9379,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24757,La jalousie,tt2511670,2013,6.4,1869,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24758,Un jour dans la vie de Billy Lynn,tt2513074,2016,6.2,22915,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
24759,Bruce Springsteen & I,tt2513616,2013,7.2,1634,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24760,Jauja,tt2514338,2014,6.3,4322,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24761,Paradise Lost,tt2515030,2014,6.5,22504,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24762,Gunman,tt2515034,2015,5.8,41432,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24763,The Canal,tt2517658,2014,5.8,14355,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
24764,One: Quand les pilotes jouent avec la mort,tt2518788,2013,7.9,4218,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24765,La stratégie de la poussette,tt2520516,2012,5.5,899,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24766,La confrérie des larmes,tt2522934,2013,5.7,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24767,A Girl Like Her,tt2523832,2015,7.0,7152,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24768,Gnaza Party,tt2524568,2013,6.5,1045,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24769,Zones Humides,tt2524674,2013,5.8,11748,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24770,All Cheerleaders Die,tt2527186,2013,5.1,9074,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24771,Kamasutra 3D,tt2527238,2013,5.8,667,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24772,Star Wars: Épisode VIII,tt2527336,2017,6.9,629249,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24773,Star Wars: L'Ascension de Skywalker,tt2527338,2019,6.5,448476,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24774,La Maison au toit rouge,tt2530392,2014,7.2,1375,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24775,Il était une fois au Viêtnam,tt2531258,2013,5.2,513,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24776,The Beatles: Eight Days a Week,tt2531318,2016,7.8,13123,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24777,Contrôle parental,tt2531344,2018,6.2,80122,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24778,Le Maître d'Escrime,tt2534634,2015,7.1,4976,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24779,Crosswind - La croisée des vents,tt2534660,2014,7.5,1619,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24780,Road of the Dead,tt2535470,2014,6.2,17486,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24781,La crème de la crème,tt2536428,2014,5.8,1391,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24782,I Spit on Your Grave 2,tt2537176,2013,5.7,30223,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
24783,Un berceau sans bébé,tt2538130,2014,6.3,984,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24784,Premier Contact,tt2543164,2016,7.9,689980,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
24785,The Harvest,tt2543336,2013,6.0,7915,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
24786,Wonder,tt2543472,2017,7.9,164733,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24787,Hoo-goong: Je-wang-eui cheob,tt2544120,2012,6.1,2233,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24788,Armada,tt2544766,2015,7.0,9874,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24789,Blackfish,tt2545118,2013,8.1,68161,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24790,Une vie entre deux océans,tt2547584,2016,7.2,57190,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24791,Entre hier et demain,tt2548094,2014,8.3,624,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24792,Poker Night,tt2548208,2014,6.2,8451,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
24793,The Cloverfield Paradox,tt2548396,2018,5.5,105822,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
24794,Pokemon 15: Kyurem vs la Lame de la Justice,tt2549540,2012,5.4,1551,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24795,"Wajma, une fiancée afghane",tt2551492,2013,7.2,449,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24796,Google and the World Brain,tt2551516,2013,6.7,932,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24797,La Légende de Barney Thomson,tt2552394,2015,6.2,6126,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24798,The Infinite Man,tt2553424,2014,6.2,1902,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24799,The Tower,tt2554270,2012,6.5,6302,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24800,Crimson Peak,tt2554274,2015,6.5,149079,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
24801,Indian Palace: Suite royale,tt2555736,2015,6.5,34145,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24802,Aarambam - The Beginning,tt2555958,2013,7.0,9883,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24803,Gernika,tt2556114,2016,5.8,2356,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24804,Holiday,tt2556308,2014,7.2,28679,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24805,Plastic,tt2556874,2014,6.0,8055,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24806,Pacific Rim: Uprising,tt2557478,2018,5.6,118030,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24807,Albert à l'ouest,tt2557490,2014,6.1,189770,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24808,Lilting ou la délicatesse,tt2560102,2014,7.1,6334,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24809,En Taule: Mode d'Emploi,tt2561572,2015,6.0,137583,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24810,Birdman ou (La Surprenante vertu de l'ignorance),tt2562232,2014,7.7,628762,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24811,Une mère à la dérive,tt2562726,2013,5.1,432,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24812,Seoul Searching,tt2566644,2015,7.0,1765,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24813,Alice de l'autre côté du miroir,tt2567026,2016,6.2,109673,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24814,Les Poings contre les murs,tt2567712,2013,7.3,46659,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24815,Braquage à l'ancienne,tt2568862,2017,6.6,86084,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24816,The Duke of Burgundy,tt2570858,2014,6.5,13352,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24817,Les yeux jaunes des crocodiles,tt2571502,2014,6.3,1451,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24818,"Vendetta: Juge, Juré, Exécuteur",tt2572632,2013,5.8,4119,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24819,Gulaab Gang,tt2573750,2014,6.0,2164,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24820,Week-end de débauche,tt2573858,2013,6.0,4389,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24821,Haewon et les hommes,tt2576522,2013,6.7,1631,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24822,Le conte de la princesse Kaguya,tt2576852,2013,8.0,47101,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24823,The Survivalist,tt2580382,2015,6.4,17421,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
24824,Life After Beth,tt2581244,2014,5.6,21761,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24825,Les enfants-loups,tt2582320,2013,6.3,438,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24826,This is not a love story,tt2582496,2015,7.7,132381,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24827,Sweet Virginia,tt2582498,2017,6.2,10943,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24828,Père et fille,tt2582502,2015,7.0,27016,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24829,Sand Castle,tt2582576,2017,6.3,23869,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24830,Comancheria,tt2582782,2016,7.6,231246,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24831,Flower,tt2582784,2017,6.0,9385,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24832,Whiplash,tt2582802,2014,8.5,849226,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24833,Nos étoiles contraires,tt2582846,2014,7.7,377066,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24834,"Usain Bolt, l'Homme le Plus Rapide du Monde",tt2583020,2012,6.8,500,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24835,Jojo Rabbit,tt2584384,2019,7.9,385826,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24836,iNumber Number,tt2585072,2013,5.5,468,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24837,L'étrange petit chat,tt2586000,2013,6.6,989,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24838,Les Ardennes,tt2586118,2015,6.7,5231,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24839,Le fidèle,tt2586120,2017,6.3,5144,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24840,The Garden of Words,tt2591814,2013,7.4,44812,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24841,Bonne année les mamans!,tt2592500,2012,6.3,2432,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24842,Resident Evil: Chapitre final,tt2592614,2016,5.5,94827,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
24843,Dans la cour,tt2593224,2014,6.3,1395,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24844,Lulu femme nue,tt2593230,2013,6.6,834,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24845,The Major,tt2594950,2013,7.2,4354,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24846,Hellmouth,tt2596476,2014,5.2,465,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24847,Les Parias,tt2597760,2017,5.4,4652,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24848,Jeu trouble,tt2597768,2016,5.7,9063,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
24849,Don't Make Me Go,tt2597804,2022,6.7,2896,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24850,Viral,tt2597892,2016,5.4,9021,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
24851,Jan Dara pathommabot,tt2599106,2012,5.7,735,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24852,Police Story: Lockdown,tt2599716,2013,5.9,10042,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24853,Pop Redemption,tt2602664,2013,6.0,1231,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24854,La romance à Manhattan,tt2608324,2014,5.6,1363,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24855,Quai d'Orsay,tt2609222,2013,6.4,3717,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24856,Le dernier hétéro sur terre,tt2609778,2014,6.1,997,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24857,Kevin Hart: Let Me Explain,tt2609912,2013,6.6,9100,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24858,Sonate pour Roos,tt2610248,2017,6.6,479,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24859,Difret,tt2611390,2014,6.9,1321,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24860,L'histoire du géant timide,tt2611652,2015,7.4,8960,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24861,'71,tt2614684,2014,7.2,56761,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24862,Keeping Rosy,tt2614700,2014,6.4,1083,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24863,Umrika,tt2614722,2015,6.6,1495,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24864,Blind: Un rêve éveillé,tt2616810,2014,6.8,8602,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24865,Thalaiva - Le leader,tt2617676,2013,6.2,10876,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24866,Free Fall,tt2617828,2013,7.5,20851,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24867,Jug Face,tt2620736,2013,5.2,7422,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
24868,Deux mères,tt2622156,2013,5.7,554,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24869,My Mistress,tt2622874,2014,5.4,1798,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24870,Perdre la tête,tt2624316,2013,5.6,545,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24871,Boulevard,tt2624412,2014,5.8,8615,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24872,Les virtuoses,tt2624704,2014,7.5,1348,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24873,New World,tt2625030,2013,7.6,24082,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24874,Into the Forest,tt2625810,2015,5.8,20963,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
24875,Christina Noble,tt2626090,2014,6.7,1707,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24876,Sexy Dance 5: All in Vegas,tt2626350,2014,5.9,34691,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
24877,Hooligans 3,tt2628316,2013,5.2,5765,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24878,Barbie: Rêve de danseuse étoile,tt2630134,2013,5.5,1758,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24879,La légende de Baahubali: 1ère partie,tt2631186,2015,8.0,125239,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
