,title,tconst,startYear,averageRating,numVotes,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,News,Reality-TV,Romance,Sci-Fi,Short,Sport,Thriller,Unknown,War,Western
7506,Les Sévices de Dracula,tt0069427,1971,6.6,5788,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7507,Fureur apache,tt0069436,1972,7.0,5914,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7508,Une belle fille comme moi,tt0069442,1972,6.5,2604,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7509,Le Combat du dragon,tt0069445,1973,6.4,513,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7510,Un homme à respecter,tt0069446,1972,6.0,644,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7511,La vallée,tt0069451,1972,6.4,1348,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7512,Meurtres au soleil,tt0069457,1972,6.1,392,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7513,Le viager,tt0069460,1972,6.9,1178,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7514,Les visiteurs,tt0069466,1972,6.4,1435,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7515,Cris et chuchotements,tt0069467,1972,8.0,34465,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7516,La vraie nature de Bernadette,tt0069477,1972,7.5,453,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7517,Viva Django,tt0069479,1971,5.8,528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7518,Toi et moi,tt0069483,1972,6.1,741,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7519,Les noces,tt0069492,1973,7.0,1215,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7520,"On s'fait la valise, docteur?",tt0069495,1972,7.7,24327,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7521,Quand meurent les légendes,tt0069496,1972,6.4,525,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7522,La clinique en folie,tt0069497,1972,5.3,516,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7523,La colère de Dieu,tt0069515,1972,6.0,1235,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7524,Une belle tigresse,tt0069516,1972,5.8,1174,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7525,La Rage du tigre,tt0069518,1971,7.2,1611,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7526,Les griffes du lion,tt0069528,1972,6.7,2615,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7527,Population zéro,tt0069530,1972,5.6,1481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
7528,Croc-blanc,tt0069536,1973,6.0,824,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7529,Duo mortel,tt0069540,1971,6.5,546,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7530,L'homme sans visage,tt0069593,1974,6.1,499,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7531,Dommage qu'elle soit une putain,tt0069678,1971,6.3,454,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7532,Alice dans les villes,tt0069687,1974,7.9,11938,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7533,Allonsanfàn,tt0069690,1974,7.0,1032,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7534,Attention! On va s'fâcher!,tt0069697,1974,7.3,12741,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7535,American Graffiti,tt0069704,1973,7.4,90922,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7536,Les anges mangent aussi des fayots,tt0069713,1973,6.2,3075,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7537,And Now the Screaming Starts!,tt0069715,1973,5.9,2757,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7538,Les Impures,tt0069718,1973,5.1,1657,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7539,Arnold,tt0069732,1973,5.5,452,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
7540,Les noces de cendres,tt0069736,1973,5.1,715,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7541,Ashani Sanket,tt0069737,1973,8.0,1570,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7542,L'esprit de la mort,tt0069738,1972,6.2,2684,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
7543,Les aventures de Rabbi Jacob,tt0069747,1973,7.4,13494,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7544,Police connection,tt0069761,1973,5.7,812,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7545,La balade sauvage,tt0069762,1973,7.7,73506,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7546,Le dernier match,tt0069765,1973,6.8,5946,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7547,La bataille de la planète des singes,tt0069768,1973,5.4,31448,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7548,Les chattes se mouillent,tt0069772,1973,5.7,470,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7549,Un colt pour une corde,tt0069786,1974,6.3,1445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
7550,"Black Caesar, le parrain de Harlem",tt0069792,1973,6.4,3582,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7551,Le blockhaus,tt0069803,1973,5.8,549,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7552,Les choses de l'amour,tt0069808,1973,6.2,1186,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7553,La bonne année,tt0069815,1973,7.3,1758,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7554,Le boss,tt0069818,1973,6.9,2020,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7555,La malédiction du loup-garou,tt0069820,1973,5.2,699,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7556,Breezy,tt0069822,1973,6.9,5309,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7557,François et le chemin du soleil,tt0069824,1972,7.2,4592,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7558,Chino,tt0069833,1973,6.0,2364,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7559,Les cordes de la potence,tt0069834,1973,6.4,6688,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7560,La cloche de l'enfer,tt0069838,1973,5.7,1415,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
7561,L'Ile en folie,tt0069847,1972,6.5,3849,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7562,Meurtre dans la 17e avenue,tt0069850,1972,5.3,867,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
7563,Tuez Charley Varrick!,tt0069865,1973,7.5,12423,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7564,Charley et l'ange,tt0069866,1973,6.0,599,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7565,Les Chinois à Paris,tt0069874,1974,6.2,637,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7566,Frères de sang,tt0069881,1973,6.8,786,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7567,Permission d'aimer,tt0069883,1973,6.8,2233,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7568,Cinq jours de révolution,tt0069884,1973,5.9,548,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7569,Classe 44,tt0069888,1973,5.4,543,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7570,Dynamite Jones,tt0069890,1973,5.9,3189,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7571,La Nuit des fous vivants,tt0069895,1973,6.1,13560,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
7572,"Coffy, la panthère noire de Harlem",tt0069897,1973,6.8,11587,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7573,Echanges,tt0069914,1974,5.6,607,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7574,Flics et voyous,tt0069919,1973,6.3,807,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7575,Torso,tt0069920,1973,6.5,6918,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
7576,La Corruption de Chris Miller,tt0069922,1973,6.4,792,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
7577,La comtesse perverse,tt0069930,1975,5.3,632,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7578,Dark Star - L'étoile noire,tt0069945,1974,6.2,25055,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7579,Le jour du dauphin,tt0069946,1973,6.0,3253,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
7580,Chacal,tt0069947,1973,7.8,41428,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7581,Avril rouge,tt0069949,1973,5.5,393,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7582,Le shérif ne pardonne pas,tt0069951,1973,5.6,942,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7583,Au pays de l'exorcisme,tt0069956,1972,5.4,2317,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
7584,S.O.S. Black Guns,tt0069966,1973,6.3,1070,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7585,Deux hommes dans la ville,tt0069967,1973,7.3,4532,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7586,Le journal intime d'une nymphomane,tt0069973,1973,5.4,507,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7587,L'homme aux nerfs d'acier,tt0069979,1973,5.9,454,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7588,Maison de poupée,tt0069988,1973,6.0,725,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7589,Don Angelo est mort,tt0069989,1973,6.2,1292,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7590,Ne vous retournez pas,tt0069995,1973,7.2,56825,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
7591,Du côté d'Orouët,tt0070007,1971,7.5,407,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7592,Les démoniaques,tt0070013,1974,5.1,1358,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7593,Le Petit Monde de Charlotte,tt0070016,1973,6.9,21125,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7594,Electra Glide in Blue,tt0070022,1973,7.1,5892,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7595,L'empereur du Nord,tt0070030,1973,7.2,6438,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7596,Opération dragon,tt0070034,1973,7.6,105145,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7597,L'esprit de la ruche,tt0070040,1973,7.8,18794,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7598,Executive Action,tt0070046,1973,6.7,2838,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7599,L'exorciste - version intégrale,tt0070047,1973,8.1,406985,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7600,Hung Shi Kuan et Fang Shi Yu,tt0070051,1974,6.5,528,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7601,Film d'amour et d'anarchie,tt0070061,1973,7.7,3181,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7602,Adieu mon salaud,tt0070077,1973,7.4,10979,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7603,Frissons d'outre-tombe,tt0070078,1974,6.6,4684,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7604,Un homme est mort,tt0070083,1972,6.5,965,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7605,Sexe et Furie,tt0070085,1973,6.7,3249,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7606,Les gaspards,tt0070090,1974,6.2,454,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7607,Giordano Bruno,tt0070109,1973,7.2,899,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7608,Mademoiselle cuisses longues,tt0070111,1973,5.5,523,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7609,Glissements progressifs du plaisir,tt0070116,1974,6.2,1207,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
7610,Godspell,tt0070121,1973,6.5,3410,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7611,Le Bal du vaudou,tt0070126,1973,5.6,467,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7612,Le grand bazar,tt0070128,1973,6.2,786,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7613,La grande bouffe,tt0070130,1973,7.1,13440,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7614,Grandeur nature,tt0070131,1974,6.4,390,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7615,Les granges brûlées,tt0070133,1973,6.6,1038,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7616,La grande extase du sculpteur sur bois Steiner,tt0070136,1974,7.6,2605,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7617,"Tout, tout de suite",tt0070155,1972,6.9,6475,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7618,Flipper City,tt0070165,1973,6.5,3372,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7619,Casse dans la ville,tt0070169,1973,5.9,1572,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7620,Les six femmes d'Henri VIII,tt0070170,1972,6.9,866,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7621,La méprise,tt0070180,1973,6.7,779,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7622,Commando sur les stups,tt0070183,1973,6.0,711,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7623,Les dix derniers jours d'Hitler,tt0070184,1973,6.5,1659,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7624,Le retour,tt0070188,1973,6.8,798,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7625,La Griffe de Frankenstein,tt0070190,1973,5.3,1628,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
7626,L'évadé de l'Île du Diable,tt0070205,1973,5.3,475,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7627,The Iceman Cometh,tt0070212,1973,7.2,1680,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7628,Mon nom est Personne,tt0070215,1973,7.3,27376,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7629,Illumination,tt0070217,1973,7.2,1706,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7630,Ivan Vassilievitch change de profession,tt0070233,1973,8.2,16815,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7631,J'irai comme un cheval fou,tt0070235,1973,6.8,908,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7632,Jeremy,tt0070238,1973,7.0,957,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
7633,Jesus Christ Superstar,tt0070239,1973,7.3,27445,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7634,A Film About Jimi Hendrix,tt0070242,1973,7.7,1738,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7635,Au doigt et à l'oeil,tt0070245,1973,7.5,1700,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7636,Combat sans code d'honneur,tt0070246,1973,7.4,3908,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7637,Jonathan Livingston goéland,tt0070248,1973,5.9,2105,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7638,Coup d'état,tt0070260,1973,6.8,479,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7639,L'obier rouge,tt0070262,1974,7.7,1768,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7640,Kamouraska,tt0070263,1973,7.6,395,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7641,Last American Hero,tt0070287,1973,6.3,1830,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
7642,Les décimales du futur,tt0070289,1973,5.4,953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
7643,La dernière corvée,tt0070290,1973,7.5,25439,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7644,Les Invitations dangereuses,tt0070291,1973,7.2,6833,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7645,Le Flic ricanant,tt0070292,1973,6.3,2910,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7646,La Maison des damnés,tt0070294,1973,6.7,13229,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7647,Les 7 Vampires d'or,tt0070297,1974,5.9,4369,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
7648,La légende de Paul et Paula,tt0070299,1973,6.8,1148,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7649,Lemora,tt0070300,1973,6.2,2293,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
7650,Red killer,tt0070312,1975,5.8,531,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
7651,La petite sirène,tt0070326,1975,7.4,964,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7652,Vivre et laisser mourir,tt0070328,1973,6.7,108622,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7653,Une fille nommée Lolly Madonna,tt0070332,1973,6.5,649,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7654,Le Privé,tt0070334,1973,7.6,31867,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7655,Horizons perdus,tt0070337,1973,5.2,2643,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7656,Le mac,tt0070350,1973,6.5,3033,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7657,Le piège,tt0070351,1973,6.3,4608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7658,Le magnifique,tt0070354,1973,7.1,5660,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7659,Magnum Force,tt0070355,1973,7.2,62352,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7660,Mais où est donc passée la 7ème compagnie...,tt0070356,1973,6.9,2216,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7661,Malicia,tt0070358,1973,6.3,3097,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7662,La maman et la putain,tt0070359,1973,7.8,5820,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
7663,Le fantôme de Cat Dancing,tt0070363,1973,6.2,1518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
7664,Mean Streets,tt0070379,1973,7.2,109911,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7665,Polices parallèles en action,tt0070393,1973,6.5,883,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7666,Les religieuses du Saint Archange,tt0070404,1973,5.3,466,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7667,Mutations,tt0070423,1974,5.2,1693,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
7668,Ceux de chez moi,tt0070424,1973,7.5,906,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7669,Terreur dans la nuit,tt0070444,1973,6.3,1805,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
7670,La submersion du Japon,tt0070447,1973,5.5,447,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7671,No sex please... Nous sommes Anglais!,tt0070450,1973,5.4,644,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7672,Les noces rouges,tt0070453,1973,6.9,1913,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
